Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,r_SpT,Peculiarities,r_Peculiarities,Member,Quality,r_Member,LACEwING,LACEwING probability,D_Trig,e_D_Trig,r_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,HRV,e_HRV,r_RV,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,e_WISE_W4,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,IRAC3p6,e_IRAC3p6,r_IRAC3p6,IRAC4p5,e_IRAC4p5,r_IRAC4p5,IRAC5p8,e_IRAC5p8,r_IRAC5p8,IRAC8,e_IRAC8,r_IRAC8,MKO_Y,e_MKO_Y,r_MKO_Y,J,e_J,H,e_H,K,e_K,JHKRef,MKO_J,e_MKO_J,MKO_H,e_MKO_H,MKO_K,e_MKO_K,MKORef,MKO_L,e_MKO_L,r_MKO_L,Variable,e_Variable,r_Variable,Variable_period,e_Variable_period,r_Variable_period,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Q/I,e_Q/I,U/I,e_U/I,Polarization Ref,InDwarfArchive,Comments,L-T Transition,Young,Variable%,Polarization,Priority,Declination,Visible,Varflag,Polflag,Ltflag,Jflag,Ranking,Star,Min,Max,R,Instrument,Source,Filename,Filename2,Sp Note
J1623+1530,16232185+1530393,162321.84+153039.2,162321.84+153039.2,,Schmidt2010,16 23 21.84,+15 30 39.2,245.841,15.510889,L0,Opt,Schmidt2010,,,,,,(None),,,,,-11.7,14.3,-12.6,15.4,GagneBDs,5.4,17.2,Schmidt2010,14.435,0.032,14.181,0.051,12.701,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.939,0.091,15.133,0.082,14.629,0.076,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1623-0508,16235981-0508066,162359.70-050811.4,,WISE J162359.70-050811.4,Thompson2013,16 23 59.69,-05 08 11.6,245.998725,-5.136556,L1,NIR,Thompson2013,Weak Candidate L0.5 + T6: binary,Bardalez-Gagliuffi2014,,,,(None),,,,,-155.5,10.4,-433.3,10.7,GagneBDs,,,,13.21,0.025,12.942,0.03,11.638,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.941,0.035,14.075,0.026,13.556,0.041,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1624+0029,16241436+0029158,162414.09+002915.6,,SDSSp J162414.37+002915.6,Strauss1999,16 24 14.36,+00 29 15.8,246.059834,0.487722,T6,NIR,Burgasser2006,,,,,,(None),,11,0.15,Tinney2003,-372.89,1.6,-9.11,1.95,Tinney2003,,,,15.121,0.044,13.085,0.032,12.496,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.494,0.052,15.524,0.099,>15.518,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,1624+00,0.63019,2.50362,580.4,,Leggett,T6_SDSS1624+00.txt,sdss1624.dat,
J1625+1528,,162541.36+152811.1,,PSO J246.4222+15.4698,Deacon2011,16 25 41.33,+15 28 11.3,246.422205,15.4698,T4.5,NIR,Deacon2011,,,,,,(None),,,,,-240.42,0,-240.42,0,Deacon2011,,,,16.895,0.131,14.72,0.071,>12.504,,>9.15,,,,,,,,,,,,15.77,0.03,Mace2013,14.75,0.02,Mace2013,,,,,,,,,,17.14,0.11,16.85,0.14,16.98,0.21,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,2MASS JHK Photometry from the 2MASS camera at Bigelow,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1625+3347,16255899+3347058,162559.03+334704.5,,,West2008,16 25 59.01,+33 47 05.5,246.49586,33.78485,L0,Opt,West2008,,,,,,(None),,,,,34.2,8.7,-113.5,11.1,GagneBDs,-38.8,5,West2008,13.925,0.027,13.772,0.038,>12.313,,,,24.68,1.22,24.22,0.55,21.97,0.11,19.68,0.03,17.82,0.03,,,,,,,,,,,,,,,,15.622,0.052,14.688,0.057,14.229,0.051,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1626+2113,16260302+2113132,162603.08+211311.9,162603.03+211313.0,,Schmidt2010,16 26 03.03,+21 13 13.0,246.512625,21.220278,L3,Opt,Schmidt2010,,,,,,(None),,,,,83.3,11.7,-132.8,11.7,GagneBDs,-5.9,10,Schmidt2010,13.29,0.026,13.008,0.029,12.17,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.475,0.052,14.591,0.062,13.918,0.049,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1626+3925,16262034+3925190,162619.77+392508.6,,,Burgasser2004c,16 26 20.34,+39 25 19.0,246.58475,39.421944,L4 sd,Opt,Burgasser2007b,Subdwarf,Burgasser2007b,,,,(None),,33.5,1.21,Schilbach2009,-1374.13,1,238.09,0.97,Schilbach2009,-213,70,Burgasser2007,16.823,0.109,15.911,0.158,>13.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.435,0.026,14.533,0.049,14.466,0.074,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1626+2524,,,,ULAS J162655.04+252446.8,Burningham2013,16 26 55.04,+25 24 46.8,246.72933,25.413,T5,NIR,Burningham2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,0.11,Burningham2013,,,,,,,,18.4,0.04,18.62,0.04,,,Burningham2013,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1627+3255,16272573+3255288,162725.65+325524.6,,WISEPA J162725.64+325525.5,Kirkpatrick2011,16 27 25.64,+32 55 25.5,246.85683,32.92375,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,-83.2,22.1,-353.8,28.3,GagneBDs,,,,16.251,0.069,13.6,0.036,12.563,0.35,>9.25,,,,,,,,,,,,15.219,0.023,Kirkpatrick2011,13.618,0.018,Kirkpatrick2011,,,,,,,17.49,0.02,Kirkpatrick2011,16.61,0.02,16.4,0.05,>17.362,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
HQT 2,,,,HQT-2,Kakazu2010,16 28 25.99,+65 25 49.1,247.10829,65.430297,T3:,NIR,Kakazu2010,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1628+2428,16283435+2428476,162834.38+242846.8,162834.35+242847.2,,Schmidt2010,16 28 34.35,+24 28 47.2,247.14312,24.479778,L1,Opt,Schmidt2010,,,,,,(None),,,,,39.4,11.5,-79.4,14.1,GagneBDs,-2.4,13.6,Schmidt2010,14.099,0.028,13.801,0.039,12.798,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.902,0.071,14.995,0.08,14.483,0.093,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1628+6259,16283833+6259455,162838.41+625945.4,162838.35+625945.7,,Schmidt2010,16 28 38.35,+62 59 45.7,247.159785,62.996028,L0,Opt,Schmidt2010,,,,,,(None),,,,,45.9,4.6,-12.3,13.8,GagneBDs,-81.7,8.7,Schmidt2010,14.309,0.026,13.98,0.033,>12.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77,0.068,15.16,0.091,14.662,0.106,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1628+2308,,162839.00+230818.0,162838.77+230821.1,,Chiu2006,16 28 38.55,+23 08 24.2,247.160625,23.140055,T7,NIR,Chiu2006,,,,,,(None),,13.32,0.16,Dupuy2012,75.1,0.9,412.3,0.8,Dupuy2012,,,,16.432,0.089,13.961,0.043,11.903,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25,0.03,16.63,0.04,16.72,0.03,Chiu2006,,,,,,,,,,,,,,,,,,,X,2MASSA coordinates are about 4'' off from the SDSS coords.,,,,,,D,,,,,,0,1628+23,1.01512,1.99102,330.4,,Leggett,T7_SDSS1628+23.txt,,
J1629+0335,16291840+0335371,162918.56+033535.6,,PSO J247.3273+03.5932,Deacon2011,16 29 18.55,+03 35 35.5,247.327305,3.5932,T2,NIR,Deacon2011,,,,,,(None),,,,,241.29,0,-160.86,0,Deacon2011,,,,13.401,0.026,12.498,0.026,11.318,0.142,>8.64,,,,,,,,,,,,12.82,0.02,Mace2013,12.57,0.02,Mace2013,,,,,,,,,,15.29,0.039,14.485,0.043,14.184,0.061,2MASS,,,,,,,,,,,4.3,2.4,Radigan2014a,6.9,2.4,Radigan2014a,,,,,,,,,,X,,NIR,,4.3,,2,D,X,1,,1,,2,,,,,,,,,
J1630+0818,16302295+0818221,163022.90+081821.1,163022.92+081822.0,,Chiu2006,16 30 22.95,+08 18 22.1,247.595625,8.306139,T5.5,NIR,Chiu2006,,,,,,(None),,21.32,4.59,Faherty2012,-75.49,12.43,-100,12.33,Dupuy2012,,,,16.199,0.081,14.468,0.064,>12.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.396,0.112,16.332,0.291,>16.611,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,1630+08,1.01167,2.50407,770.1,,Leggett,T5.5_SDSS1630+08.txt,,
J1630+4344,16303054+4344032,163030.42+434403.8,163030.53+434404.0,,Knapp2004,16 30 30.54,+43 44 03.2,247.62725,43.734222,L7,NIR,Knapp2004,,,,,,(None),,,,,-125.1,8.4,57.1,12.9,GagneBDs,,,,13.826,0.026,13.241,0.029,12.679,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.634,0.138,15.438,0.106,14.652,0.086,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,1630+43,1.38488,2.52067,392,,Leggett,L7_SDSS1630+43.txt,spex-prism_SDSSJ163030.53+434404.0_20080713_BUR10A.txt,
J1630+0938,16304139+0938446,163041.35+093844.0,,,Reid2008,16 30 41.38,+09 38 44.6,247.67242,9.645719,L0::,Opt,Reid2008,,,,,,(None),,,,,-63.75,14.46,-55.81,14.43,Jameson2008,4.9,14.4,Schmidt2010,12.834,0.025,12.486,0.026,11.559,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.871,0.028,13.937,0.035,13.304,0.041,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1630+0051,16304999+0051010,163049.92+005059.5,163050.01+005101.3,,Hawley2002,16 30 49.99,+00 51 01.0,247.708292,0.850278,L1,Opt,Hawley2002,,,,,,(None),,,,,-80.39,16.07,-138.68,16.85,Jameson2008,-20.1,12.7,Schmidt2010,14.101,0.029,13.78,0.045,>12.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.004,0.078,15.247,0.062,14.617,0.082,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1631+2433,16314206+2433598,163141.92+243359.2,163142.02+243359.7,,Schmidt2010,16 31 42.02,+24 33 59.7,247.925085,24.566583,L0,Opt,Schmidt2010,,,,,,(None),,,,,-197.5,19,-55.5,23.7,GagneBDs,,,,14.761,0.034,14.501,0.057,12.852,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.373,0.109,15.713,0.137,15.112,0.116,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1632+1904,16322911+1904407,163229.38+190439.9,,2MASSW J1632291+190441,Kirkpatrick1999,16 32 29.11,+19 04 40.7,248.121291,19.077972,L8,Opt,Kirkpatrick1999,,,,,,(None),,15.24,0.49,Dahn2002,293.1,0.9,-53.79,1.04,Dahn2002,,,,13.124,0.025,12.617,0.025,11.986,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.867,0.069,14.612,0.037,14.003,0.046,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,Opt,,,,1,D,X,,,1,,1,2mass1632.dat,0.945176,2.3100948,2350.75394,NIRSPEC,BDSS,2mass1632.dat,L7.5_2MASS1632+19.txt,
J1632+0329,16323642+0329269,163236.47+032927.3,,WISE J163236.47+032927.3,Mace2013,16 32 36.47,+03 29 27.3,248.151977,3.490909,T5,NIR,Mace2013,,,,,,(None),,,,,77.5,36.3,40.5,37.2,GagneBDs,,,,15.902,0.068,14.338,0.059,>12.707,,>9.11,,,,,,,,,,,,15.28,0.02,Mace2013,14.47,0.02,Mace2013,,,,,,,,,,16.745,0.118,16.434,0.192,>16.630,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1632+4150,,,163239.34+415004.3,,Knapp2004,16 32 39.34,+41 50 04.9,248.163921,41.834694,T1:,NIR,Burgasser2006,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,1632+41,1.0222,2.52105,387.9,,Leggett,T1_SDSS1632+41.txt,,
J1632+3505,16325610+3505076,163256.20+350506.8,163256.1+350507.3,,,16 32 56.10,+35 05 07.3,248.23375,35.085361,L0.5,NIR,Bardalez-Gagliuffi2014,,,,,,(None),,,,,104.1,7.7,-66.4,9.1,GagneBDs,,,,12.907,0.024,12.672,0.025,11.852,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65,0.029,13.867,0.03,13.297,0.03,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1633-0640,16335933-0640552,163359.14-064057.5,163359.23-064056.5,,Chiu2006,16 33 59.33,-06 40 55.2,248.497215,-6.682,L6,NIR,Chiu2006,,,,,,(None),,,,,-262.1,14.7,-213.6,16.3,GagneBDs,,,,13.809,0.034,13.449,0.039,11.771,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.138,0.09,15.165,0.07,14.544,0.094,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1633-06,0.702171,2.56187,247.4,,Leggett,L6_SDSS1633-06.txt,,
J1643+6518,,,,HQT-3,Kakazu2010,16 34 13.34,+65 18 12.7,248.55558,65.303514,L9.5,NIR,Kakazu2010,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1636-0034,16360078-0034525,,,SDSSp J163600.79-003452.6,Fan2000,16 36 00.78,-00 34 52.5,249.003251,-0.58125,L0,Opt,Fan2000,,,,,,(None),,,,,,,,,,-7.4,4.1,West2008;Schmidt2010,,,,,,,,,24.54,0.83,24.89,0.85,21.29,0.05,18.81,0.02,16.89,0.02,,,,,,,,,,,,,,,,14.59,0.043,13.904,0.042,13.415,0.035,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1636-0743,,163645.56-074325.1,,WISE J163645.56-074325.1,Mace2013,16 36 45.55,-07 43 25.1,249.18978,-7.723639,T4.5,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,16.199,0.116,14.688,0.086,>12.398,,>8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1636+0025,16365508+0025345,163655.07+002534.6,163655.90+002526.3,,Schmidt2010,16 36 55.90,+00 25 26.3,249.23292,0.423972,L1,Opt,Schmidt2010,,,,,,(None),,,,,-11.5,22.9,14,24.1,GagneBDs,,,,15.129,0.041,14.977,0.09,12.405,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.114,0.083,15.291,0.073,15.054,0.127,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1638+3211,16381734+3211444,163817.27+321144.3,,,West2008,16 38 17.31,+32 11 43.9,249.57214,32.19554,L0,Opt,West2008,,,,,,(None),,,,,-77.4,8.4,-10.1,10.5,GagneBDs,2,3.7,Schmidt2010;West2008,13.844,0.026,13.509,0.033,>12.592,,,,25.8,0.87,25.22,0.81,22.28,0.18,19.83,0.03,17.94,0.03,,,,,,,,,,,,,,,,15.392,0.048,14.642,0.051,14.164,0.068,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1638+1327,16382073+1327354,163820.58+132735.6,,,Kirkpatrick2010,16 38 20.73,+13 27 35.4,249.586365,13.459833,L2,NIR,Kirkpatrick2010,,,,,,(None),,,,,-229,18.2,23.8,19.7,GagneBDs,,,,14.599,0.035,14.34,0.058,12.512,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.452,0.103,15.447,0.11,14.961,0.11,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,16382073+1327354,0.651405,2.56353,244.7,SpeX Prism,SpeX,spex-prism_2MASSJ16382073+1327354_20060902_KIR10A.txt,,
J1639-2534,16391914-2534093,,,USco J163919.15-253409.9,Lodieu2009,16 39 19.14,-25 34 09.3,249.829755,-25.56925,L1 p,NIR,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,(None),,,,,4.33,0,-68.86,0,Lodieu2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.056,0.194,16.122,0.185,15.467,0.188,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Usco,,,1,W,,,,,,0,,,,,,,,,
J1639+3232,,,,ULAS J163931.52+323212.7,Burningham2013,16 39 31.52,+32 32 12.7,249.88133,32.536861,T3,NIR,Burningham2013,,,,,,(None),,,,,,,,,,,,,16.62,0.1,15.02,0.08,12.28,0.28,>9.05,,,,,,,,,,,,,,,,,,,,,,,,18.14,0.02,Burningham2013,,,,,,,,16.71,0.01,16.72,0.03,16.8,0.06,Burningham2013,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1639-6847,,,,WISE J163940.86-684744.6,Tinney2012,16 39 40.86,-68 47 44.6,249.92025,-68.795722,Y0:,NIR,Tinney2012,,,,,,(None),,5,0.5,Tinney2012,580.33,22.36,-3013.63,39.49,Tinney2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
J1640+0037,16401059+0037213,164011.55+003714.7,,SDSSp J164010.59+003721.8,Schneider2002,16 40 10.59,+00 37 21.3,250.044125,0.622583,L0,Opt,Schneider2002,,,,,,(None),,,,,1463.3,42,-682,46.7,GagneBDs,,,,15.801,0.068,15.514,0.166,>12.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53,0.113,15.694,0.132,15.184,0.166,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1642+2020,16423030+2020482,164230.26+202048.1,164230.27+202048.1,,Schmidt2010,16 42 30.27,+20 20 48.1,250.626135,20.346694,L1,Opt,Schmidt2010,,,,,,(None),,,,,-48.9,13.6,-3.1,15.5,GagneBDs,16.1,15.4,Schmidt2010,14.513,0.032,14.22,0.05,>12.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.223,0.11,15.313,0.117,14.667,0.12,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1642+3308,16423861+3308554,164238.59+330856.1,,,West2008,16 42 38.60,+33 08 55.6,250.66085,33.14878,L0,Opt,West2008,,,,,,(None),,,,,-24.9,8.9,65.1,12.3,GagneBDs,-40.6,5,West2008,13.637,0.026,13.352,0.031,11.977,0.201,,,24.02,0.47,23.87,0.24,21.88,0.07,19.42,0.02,17.51,0.02,,,,,,,,,,,,,,,,15.181,0.043,14.45,0.042,14.099,0.062,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1644+2846,16443814+2846147,164438.09+284614.5,164438.14+284614.5,,Schmidt2010,16 44 38.14,+28 46 14.5,251.15892,28.770694,L2,Opt,Schmidt2010,,,,,,(None),,,,,-63.7,10.1,-19.7,12.2,GagneBDs,-10.1,11.3,Schmidt2010,13.796,0.027,13.611,0.036,>12.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.656,0.07,14.69,0.057,14.179,0.076,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1644+2600,16443963+2600128,164439.68+260014.5,164439.66+260013.3,,Schmidt2010,16 44 39.66,+26 00 13.3,251.16525,26.003694,L1,Opt,Schmidt2010,,,,,,(None),,,,,62.2,10.6,152.4,12.9,GagneBDs,-22.5,13.9,Schmidt2010,13.938,0.026,13.711,0.037,>12.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.466,0.052,14.712,0.06,14.205,0.092,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1645+3004,16452207+3004071,164522.02+300406.4,,,Cruz2007,16 45 22.07,+30 04 07.1,251.34196,30.068639,L3,Opt,Cruz2007,,,,,,(None),,,,,-59.9,9,-70.3,9.9,GagneBDs,-8.2,5.7,Schmidt2010,13.032,0.024,12.701,0.025,12.362,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19,0.036,14.213,0.038,13.587,0.037,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,16452207+3004071,0.65721,2.56844,245.6,SpeX Prism,SpeX,spex-prism_2MASSJ16452207+3004071_20030811_BUR10A.txt,,
J1645-1319,16452211-1319516,164521.84-132000.3,,2MASSW J1645221-131951,Gizis2002,16 45 22.11,-13 19 51.6,251.342126,-13.331,L1.5,Opt,Gizis2002,,,,,,(None),,11.1,0.1,Dieterich2014,-356.2,13.4,-806.1,10.9,GagneBDs,,,,10.747,0.023,10.489,0.021,9.92,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.451,0.025,11.685,0.024,11.145,0.025,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,1,1,1645221-131951,0.654365,2.56455,245,SpeX Prism,SpeX,spex-prism_2MASSWJ1645221-131951_20060411_BUR08B.txt,,
J1645+2907,16454017+2907441,164540.17+290744.7,,,West2008,16 45 40.16,+29 07 44.4,251.41735,29.12899,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,-3.6,21.8,52.9,28.2,GagneBDs,30.9,49,West2008;Schmidt2010,15.099,0.04,14.804,0.071,>12.741,,,,24.93,1.39,24.91,0.69,22.92,0.4,20.56,0.06,18.69,0.05,,,,,,,,,,,,,,,,16.599,0.167,15.718,0.148,>15.434,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1647+5632,16471580+5632057,164715.57+563208.3,,WISEPA J164715.59+563208.2,Kirkpatrick2011,16 47 15.59,+56 32 08.2,251.81496,56.535611,L9 p(red),NIR,Kirkpatrick2011,Red,Kirkpatrick2011,,,,AB Dor,56,8.62,2.16,Kirkpatrick2011,-173.9,6.3,239.1,11.7,GagneBDs,,,,13.604,0.024,13.086,0.023,12.059,0.094,>9.62,,,,,,,,,,,,13.253,0.017,Kirkpatrick2011,13.128,0.017,Kirkpatrick2011,,,,,,,,,,16.59,0.062,15.336,0.06,14.483,0.072,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,AB Dor,,,1,D,,,,1,,1,,,,,,,,,
J1647+1909,16474830+1909339,164748.33+190934.0,,,West2008,16 47 48.33,+19 09 33.7,251.95137,19.15937,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,28.4,15.7,7.1,17.2,GagneBDs,-17,5,West2008,14.713,0.033,14.553,0.063,>12.366,,,,24.13,0.94,23.93,0.33,22.86,0.18,20.3,0.03,18.48,0.03,,,,,,,,,,,,,,,,16.28,0.1,15.448,0.107,15.013,0.149,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1649+4643,,,164916.89+464340.0,,Chiu2006,16 49 16.88,+46 43 39.3,252.320331,46.727589,L5,NIR,Chiu2006,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1649+46,0.802222,2.56147,252.6,,Leggett,L5_SDSS1649+46.txt,spex-prism_SDSSJ164916.89+464340.0_20050813_CHI06A.txt,
J1650+3523,16503133+3523595,165031.28+352359.4,165031.33+352359.5,,Schmidt2010,16 50 31.33,+35 23 59.5,252.63054,35.399861,L2,Opt,Schmidt2010,,,,,,(None),,,,,-63.6,10.3,-9.5,13.6,GagneBDs,9.1,9.3,Schmidt2010,13.99,0.028,13.82,0.036,12.556,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.821,0.066,14.89,0.082,14.536,0.086,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1653+4138,16530191+4138467,165301.95+413846.0,165301.98+413847.5,,Schmidt2010,16 53 01.98,+41 38 47.5,253.258245,41.646528,L0,Opt,Schmidt2010,,,,,,(None),,,,,38.5,19.5,-66.7,33.6,GagneBDs,-40.5,16.7,Schmidt2010,14.864,0.035,14.576,0.056,12.938,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.733,0.17,16.224,0.266,15.484,0.199,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1653+2450,16530991+2450393,165309.93+245039.9,165309.93+245039.8,,Schmidt2010,16 53 09.93,+24 50 39.8,253.29138,24.844389,L0,Opt,Schmidt2010,,,,,,(None),,,,,21.4,24.5,62.3,31.3,GagneBDs,5.6,4.7,Schmidt2010,15.037,0.039,14.786,0.075,>12.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.592,0.158,15.874,0.18,15.4,0.159,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1653+4444,,165311.05+444422.8,165311.44+444425.5,WISEPA J165311.05+444423.9,Kirkpatrick2011,16 53 11.05,+44 44 23.9,253.296045,44.739972,T8,Opt,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,16.58,0.089,13.817,0.036,12.238,0.249,>9.517,,23.155,0.546,23.438,0.252,22.151,0.121,21.444,0.101,21.215,0.33,15.671,0.026,Kirkpatrick2011,13.869,0.018,Kirkpatrick2011,,,,,,,18.11,0.02,Kirkpatrick2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
